id,latitude,longitude,name
226900118,45.369891,11.899438,Eni
226900120,45.1696019,9.9691345,Eni Station
226900121,44.4800789,12.2756869,Robgas
226900747,42.9394099,13.8806924,7287 San Benedetto del Tronto
226901031,45.872242,12.005851,Q8
226901178,45.858363,12.0584579,Costantin
226901359,44.393062,12.062656,Robgas
226901362,45.6959074,11.4833572,Agip
226901784,44.8169668,11.6077209,IP
226902048,38.159392,13.324313,Agip
226902165,45.654806,9.13011,IP
226902306,43.5194638,13.4981294,Q8 Mar.Pav.
226902457,43.218773,11.7557137,Agip
226902468,44.427612,8.837026,Q8 Easy
226902766,44.4551717,11.2803299,Q8
226902920,45.651443,9.632928,Agip
226903084,41.0014021,16.8809202,Agip
226903244,44.825496,11.670645,Total
226903253,45.7807876,11.7408831,Eni
226903267,44.784629,10.292986,Esso
226903273,45.4062094,12.1536962,Tamoil
226903277,45.4200554,11.89856,Q8
226903281,46.1706773,13.2061457,IP
226903287,45.4111231,11.8479358,Unknown
226903297,45.4221285,11.8748037,Tamoil
226903470,45.002415,7.66306,Total
226903476,45.6759394,12.2350954,SM
226903483,41.909256,12.417657,Eni
226903489,45.638212,11.557488,Ip
226903493,41.861175,12.533271,Unknown
226903681,45.4321121,11.8631991,Eni
226903835,43.5370874,10.3222993,Agip
226904007,45.555245,10.012,IP
226904280,45.4114839,11.8457776,TotalErg
226904424,44.77524,7.387469,Dis-Car Cavour
226904427,44.806421,7.37313,Agip
226904585,44.755423,7.5339089,Unknown
226904783,44.7845563,7.4935805,IP
226904955,44.747846,7.408476,Unknown
226904956,44.65684,7.49892,Unknown
226905078,44.6546003,7.4881221,Stazione di servizio Esso
226905300,45.596068,11.556516,San Marco Petroli
226905520,45.7591372,11.7726158,Eni
226905869,45.5259142,9.1934391,Tamoil
226906012,44.742527,7.476282,Elettro Tec di Rossetti Roberto
226906338,45.4526877,10.52143,Eni
226906532,45.4671831,10.5447588,Esso
226906655,45.4560895,10.5229253,Q8
226906818,44.875088,7.333331,Agip
226907165,45.5459614,8.909947,Repsol
226907345,45.416889,9.205298,Maxcom
226907513,44.8716587,7.4079406,Tamoil
226907524,44.7862847,7.3673145,Tamoil 3344
226907685,45.43586,9.201098,Eni
226907867,42.943669,10.537305,Eni
226908016,44.9049358,7.4346947,TotalErg
226908391,44.9115699,7.4604521,IP - Italiana Petroli
226909552,44.6408818,7.4978631,Eni
226909810,44.637971,7.49789,Europam
226909982,44.652337,7.496281,IP
226910149,44.3874178,8.0441542,Unknown
226910150,44.647223,7.474351,IP
226910300,44.5923295,7.5221506,Unknown
226910754,44.876381,7.353415,Tamoil
226910927,45.435435,12.129883,Esso
226911104,44.940209,7.624081,IP
226911266,44.966328,7.569848,Tamoil
226911424,44.904045,7.559212,Agip Eni
226911591,40.5260833,17.5924167,ENI
226911594,40.531097,17.567096,Agip
226911748,44.8463916,7.4969403,Unknown
226911947,40.8190657,14.3485917,Tamoil
226912127,41.860684,12.442811,Esso
226912314,39.2308562,9.0951509,Agip
226912492,44.3914552,7.5428689,Eni
226912500,44.4125772,7.5523977,Eni
226912503,44.4092222,7.5524747,Esso
226912658,45.4648056,11.1790848,Q8
226912659,43.86237,10.769,4 Petroli
226912662,37.687942,12.798386,Eni
226913080,45.5212252,9.1497552,Q8
226913216,41.950518,12.571197,Agip
226913399,41.949405,12.563902,Erg
226913560,45.546511,8.932979,Erg
226913749,40.7787509,14.7326533,IES
226914361,41.8795351,12.4402169,Agip
226914536,43.9930685,12.6443445,Unknown
226914653,40.5338239,17.5810183,Agip
226914658,45.5104758,12.1223321,Loro
226914676,45.784828,12.0540318,IP
226914680,43.0996803,11.8885766,ICM
226914688,41.1051768,16.8500325,IP
226914693,45.572251,12.003593,Tamoil
226914695,44.3945479,7.548332,Unknown
226914700,44.414931,7.549775,Unknown
226914718,37.5979883,15.1292656,IP
226914720,45.1380244,10.0400597,IP
226914721,44.8859763,7.3101658,Tamoil
226914885,45.7147184,11.7944285,Q8
226914989,43.8783517,10.7877492,Eni
226914994,43.3414066,11.9165281,Agip
226914995,43.8860771,10.7614888,Eni
226915344,45.6671209,11.8394447,Q8
226915486,45.665946,11.887894,Trivengas
226915663,44.8827613,11.0679906,Agip
226916027,45.119281,7.713599,Eni
226916232,45.127844,10.031196,IP
226916422,43.879858,10.718153,Eni
226916614,45.150712,9.999805,Eni
226916797,45.153295,9.9962952,IP
226917274,46.0487614,11.4757382,Loro
226917920,39.234048,9.13753,Q8
226918142,42.5557262,12.6443255,Agip
226918310,40.843621,14.2074498,Esso
226918710,40.912941,14.221201,Energas
226918948,40.912896,14.222719,Tamoil
226919149,41.081476,16.765818,Erg
226919292,41.1677656,16.7044561,Agip
226919498,45.121814,7.743196,Q8
226920344,45.0047514,7.6257741,Carrefour
226920629,44.886585,7.2774223,Erg
226920634,45.4403464,11.9377967,Repsol
226920788,44.4941252,11.3961855,Q8
226920792,40.967509,14.316387,Indipendente
226921220,44.858261,7.32662,Tamoil
226921422,44.845129,7.312346,Ip
226921660,44.877263,7.332827,Esso
226921664,44.873465,7.333674,Unknown
226921669,45.6352763,11.3069583,Esso
226921873,43.444678,11.796741,Beyfin
226921876,45.5815673,12.3669729,Agip
226922109,43.3502379,11.9079341,Esso
226922260,41.8645415,12.422337,Api
226922262,45.5047559,9.1690815,Esso
226922664,45.7225168,11.363524,Esso
226922669,43.4167151,11.8480895,Agip
226922672,43.4553434,11.871289,Agip
226922838,43.368604,11.879332,Api
226922842,43.4451593,11.8585232,Shell
226923155,44.7801572,10.2935169,Esso
226923156,40.36149,18.171301,Api
226923159,40.8505714,14.2274102,Agip
226923163,41.9647222,14.78,Q8
226923165,45.6483168,10.2686655,Unknown
226923333,40.8420043,14.1863575,Ewa
226923518,40.7139222,8.5515412,Agip
226923691,37.9282174,14.3639159,Stazione di servizio Eni
226923696,38.0702679,14.6444991,Eni
226923700,38.0187478,14.7040275,Ego
226923703,41.794156,12.518521,Agip
226923708,44.3879594,8.0339142,D.I. Rizzon Davide
226923832,44.3862421,8.0205467,Q8
226924166,42.8447078,13.610449,IP
226924536,45.6555587,12.2537873,Eni
226924750,45.6017634,12.3264302,SM
226924956,45.611705,12.328196,OMV
226925118,41.8864039,12.4009331,Eni
226925120,45.7424099,9.1088059,Indipend.
226925846,44.4922476,11.2627066,IP
226926021,45.4468775,9.126389,Total
226926208,44.5479124,10.7726687,Unknown
226926214,45.473103,9.244877,Q8
226926218,45.4370753,9.2112823,TotalErg
226926353,45.468802,9.2224501,IP
226926643,40.867432,14.214479,Q8
226927005,40.8278232,14.1953244,Tamoil
226927173,45.3036584,11.1340712,Unknown
226927503,45.536518,10.775742,Tamoil
226927684,45.4467981,10.8787478,Unknown
226927689,40.8321703,14.191591,Erg
226927873,46.1415285,11.0874507,Tamoil
226928193,46.140585,11.085712,Eni
226928196,45.5138659,10.305201,3G Carburanti
226928358,45.523413,10.26726,Unknown
226928560,45.5209135,10.2465339,Unknown
226928890,45.7381345,9.2073047,Tamoil
226929058,44.360704,11.704358,Eni
226929226,41.861608,12.3755945,Agip
226929376,45.9858227,12.3243139,Unknown
226929379,41.999597,14.985353,Eni
226929563,46.790584,11.927011,Eni
226929766,45.424008,11.873694,Esso
226929769,43.9929296,10.2239777,Agip
226930133,40.847915,14.2342548,Esso
226930663,41.9035209,12.4210927,Esso
226930667,44.4676692,11.3705672,Eni
226930875,41.8374051,12.5082007,Eni
226931028,44.4875613,11.3878103,Api
226931031,45.8487455,11.882525,Energy
226931159,45.8574429,11.9298563,Stazione di servizio GNP - Cavaso del Tomba
226931160,45.8303606,11.8848624,Esso
226931860,45.5392687,11.9211205,SG
226931862,45.4957015,11.9705005,Agip
226931867,45.5577448,11.9285713,Tamoil
226931871,45.5847935,11.8936015,Tamoil
226932036,45.50885,11.8946339,Tamoil
226932039,45.5313997,11.9633234,Unknown
226932210,44.3498591,11.7243967,Total
226932377,43.8556372,10.7562383,IP
226932561,44.421712,12.173109,Tamoil
226932756,40.6643314,14.7913857,Esso
226933162,45.8139732,9.8648935,Tamoil
226933346,45.467222,9.1375,Esso
226933550,45.8044912,9.8656711,IP
226933558,40.6841358,14.7720141,Esso
226934123,46.0810667,12.0363114,Agip
226934331,43.7469526,11.287262,Shell
226934537,43.7722637,11.1947572,Eni
226935074,43.6723583,11.1037433,Tamoil
226935646,45.7660127,9.8088878,Unknown
226935825,45.790465,9.825833,Agip
226936003,45.7934262,9.8294077,Q8
226936150,45.7941941,9.8310124,Esso
226936302,45.7976054,9.8395358,Q8
226936646,45.5742911,9.1768941,Q8 Easy
226936649,45.6038952,9.1530009,Esso
226936652,45.0753864,7.6142737,Tamoil
226936653,45.443268,9.118652,Gpl Metano
226936658,43.7039936,11.4495213,Agip
226936831,43.7709971,11.4295043,Q8
226937390,45.6906408,9.6858595,Q8
226937567,45.58365,9.175429,Tamoil
226937569,45.5598265,9.1736579,Eni
226937954,45.3610179,10.1609453,Q8
226938123,45.43619,10.710283,IP
226938128,45.5282756,9.2548015,Q8
226938548,45.930094,12.644724,Total
226938781,44.038132,12.595482,IP
226938783,40.1951978,16.6715482,IP
226939041,43.8329615,7.8490953,Agip
226939262,44.3526849,9.2181339,Esso
226939482,41.298823,16.061239,Tamoil
226939657,41.0952773,16.870519,Eni Station
226939831,43.692918,10.848377,IP Matic
226940018,45.4235496,11.9416501,eni
226940372,43.964164,12.197929,Agip
226940377,45.7413401,9.117195,Q8
226940760,42.9058996,13.8980013,ENI
226941025,43.567939,11.024158,Agip
226941188,43.5888,10.989311,Unknown
226941615,38.3533521,16.0062701,Eni
226941857,45.009985,7.578434,Agip
226942209,45.771135,9.8114707,ZERO 35
226942531,45.440516,10.862389,BC
226942533,45.7458312,8.901441,IP
226942840,44.7256478,10.3063467,Q8
226942841,43.7670692,13.0735261,Unknown
226944289,44.6317648,11.6716217,IP
226944449,44.617164,11.661199,Agip
226944592,44.615673,11.652211,Unknown
226944757,45.517579,10.911784,Repsol
226944922,45.5268875,10.529073,San Marco Petroli
226945298,45.562577,10.532498,Unknown
226945878,45.5281415,11.5929042,Agip
226945880,45.5550486,11.5800264,Agip
226945884,42.4105026,12.1039762,Enerpetroli
226946022,42.427124,12.1062511,ICM
226946423,42.3817347,12.2302818,Enerp.
226946561,42.6367507,12.1101843,Enerpetroli
226946897,42.9161953,13.9022966,Ecofuel
226946906,42.9612707,13.8743699,Eni 7284 San Benedetto del Tronto
226947085,42.9432045,13.8884597,Esso
226947227,42.909622,13.891724,IP
226947612,41.8525852,12.4768841,Q8
226948412,45.480701,9.143393,Eni
226948415,45.6182826,9.0817875,Q8
226948423,43.7445976,11.2271408,Tamoil
226948427,45.592765,9.679277,Agip
226948528,41.981538,12.057817,IP
226948678,42.0651882,12.3733178,Erg
226949172,39.6236334,15.8485696,Eni
226949301,45.396754,9.2103661,Tamoil
226949446,44.6762977,10.3159744,Agip
226949617,45.4004908,9.2098671,TotalErg
226949783,45.673938,9.6443006,ESSO
226949792,45.583906,9.705166,Q8
226949938,42.4242931,12.1015825,Enerp.
226950111,44.5160404,11.3973575,Erg
226950277,45.5480253,12.3047463,Q8
226950279,41.687722,12.5137362,IP
226950284,40.840279,14.256007,Esso
226950423,45.691193,11.927655,Valli Carburanti
226950430,41.9384258,12.1055212,Unknown
226950652,41.8707554,12.4126738,Api
226950660,41.8758021,12.4172439,Total
226950853,39.3242554,16.255881,Tamoil
226951014,39.3452986,16.2355755,4.0
226951180,44.4973596,11.2953626,Spring Gas
226951467,41.8948464,12.5683145,TotalErg
226951470,44.4938622,11.2871358,Unknown
226951843,40.025384,9.168579,Q8
226952041,45.4019759,11.8587853,Agip
226952212,45.503187,12.2355884,Vega
226952224,45.476253,9.004026,Q8
226952350,44.4929878,11.3882935,Eni
226952357,44.9947845,7.6921369,Esso
226952570,44.9065201,8.1865687,Q8
226982261,45.7398053,7.3460403,Agip
226982265,45.7372266,7.4059394,Agip
226982508,45.5974378,7.7904917,Agip
226985031,45.6050298,8.0555768,Agip
226985228,45.387073,8.13363,Eni
226985820,45.5256914,8.010538,Agip
226986015,45.554313,8.055339,Unknown
226986016,45.527261,8.074629,Agip
226986202,45.8162995,8.2458714,Eni
226986376,45.565716,8.172541,Agip
226987114,45.569637,8.069758,Agip
226988086,44.709898,7.83918,Eni
226988270,44.7637491,7.5427921,Eni
226988273,44.4059893,7.8067897,Unknown
226988449,44.5424425,7.7198161,Eni
226988640,44.6850743,7.8501485,Eni
226988833,44.3375146,8.0572066,Unknown
226989198,44.332935,7.490015,Unknown
226989365,45.688599,8.474729,Eni
226989907,45.469679,8.685991,Eni
226989918,45.4347402,8.6214525,Eni
226989919,45.435755,8.7497466,Eni
226990082,45.442564,8.731835,Eni
226990083,45.434886,8.614496,Impianto
226990084,45.9504612,8.5487311,Agip
226990085,45.494095,8.655808,Eni
226990262,45.0520101,7.6505828,Eni
226990554,45.0560504,7.6579252,Eni
226991088,45.0663401,7.6744799,Eni 00519
226991260,45.0305076,7.6549154,Agip
226991579,45.0533371,7.6834262,Agip
226991730,45.2267941,7.6045752,Agip
226992080,45.1379797,7.7420121,Eni
226992263,45.190111,7.880904,Eni
226992456,44.856307,7.724032,Eni 574 Carmagnola
226992797,45.012238,7.622613,Eni
226993139,45.100268,7.706593,Eni
226993140,45.3739188,7.7139693,Agip
226993142,45.107621,7.282863,Eni
226993152,45.0184856,7.5780259,Agip
226993157,45.177495,7.838068,Agip
226993171,45.130283,7.748183,Agip
226993172,45.018832,7.481427,Agip
226993177,44.9812113,7.6296551,Eni
226993187,45.076362,7.656671,Eni
226993192,45.1029426,7.3787408,Agip
226993197,45.0074329,7.594108,Agip
226993201,45.0057725,7.6725398,Eni
226993214,44.8955824,7.67,Eni
226993230,45.0392225,7.6531876,Agip
226993399,45.121351,7.74358,Agip
226993413,45.003147,7.552371,Eni
226993651,45.039017,7.632408,Eni
226993818,45.4856925,7.8631383,Agip
226993992,45.06436,7.621813,Agip
226994512,45.1014526,7.7391079,Agip
226994751,45.015476,7.614035,Agip
226994881,45.1266203,7.6374446,Agip
226995041,44.9776061,7.7552109,Dis-Car Trofarello Via Torino
226995044,44.891702,7.345208,Eni
226995046,44.9811929,7.6454153,Eni
226995049,44.975849,7.657519,Eni
226995052,45.1285592,7.6784691,Unknown
226995060,45.079572,7.645778,Eni
226995196,45.0173364,7.6690509,Eni
226995334,45.0578517,7.5570979,Agip
226995503,45.2176323,7.9788972,Kerotris Torrazza Piemonte
226995507,45.0945423,7.6186761,Eni
226995767,45.197366,7.925851,Agip
226995773,45.037579,7.6014045,Agip
226995781,44.3123345,9.3327331,Eni
226995786,44.4541137,8.8964881,Eni
226996000,44.4185843,8.9102006,Agip
226997046,44.3655849,9.1468808,Eni
226997696,44.1029222,9.9784708,Agip
226997702,44.3211163,8.4646287,ENI
226997703,44.3978627,8.2782034,Eni
226997876,44.360552,8.291706,Agip
226997881,44.768796,8.788633,ENI
226998317,44.8998724,8.8641105,Agip
226998320,44.7320152,8.8375821,Eni
226998325,44.9338817,8.8521193,Eni
226998329,44.6765401,8.4646806,Eni
226998347,45.0220634,8.6302306,Unknown
226998361,44.920901,8.592898,Eni
226998583,44.901757,8.619182,ENI
226998585,45.492119,9.69831,Agip
226998595,44.9047674,8.177874,Eni
226998792,44.9118033,8.0404459,Eni cafe
226998794,44.9074376,8.6184445,Agip
226998796,44.772056,8.3461307,PV 1490
226998798,44.908561,8.8796143,Eni
226999766,45.6927,9.573615,Agip
226999970,45.5289631,9.5982233,Unknown
227000655,45.628084,9.620569,Esso
227000854,45.862954,9.881794,Trussardi Petroli
227001174,45.4926304,9.8060355,Agip
227001340,45.6795501,9.6134958,Eni
227001341,45.6836149,9.7410797,Agip
227001528,45.5211851,10.2118823,Eni
227001882,45.4851734,10.3087302,Eni
227002071,45.36254,10.1451763,Agip
227002073,45.653468,10.0498967,Eni
227002076,45.5086078,10.1784275,Unknown
227002079,45.5316766,10.2289582,Unknown
227002084,45.8408638,10.1402994,Stazione Eni 1755
227002087,45.7409345,8.9840024,Eni
227002092,45.7903322,9.0839899,Eni
227002096,45.685841,9.393412,Agip
227002099,45.8279152,9.4168346,Eni
227002246,45.7969555,9.1199904,Eni
227002415,45.9825432,9.223164,Agip
227002417,45.6871546,9.1843875,Eni
227002422,45.8123877,9.0724047,Eni
227002770,45.3534669,9.6872134,Agip
227002916,45.1382367,10.0443575,Eni
227003092,45.1462604,10.0104926,Eni
227003486,45.2458915,9.9639276,Agip
227004054,45.181719,10.797586,Agip
227004057,45.572176,9.356602,Eni
227004059,45.5742447,9.3944919,Eni
227004234,45.542014,9.121619,Agip
227004601,45.5491931,9.185847,Unknown
227004781,45.32053,9.376445,Q8
227004958,45.4435039,9.172322,Eni
227005363,45.4802808,9.1011243,Agip
227005615,45.45671,9.122361,Agip
227005846,45.4979568,9.1918297,Eni
227005847,45.5704953,9.0210883,Eni
227006082,45.5208286,9.2276119,Eni
227006640,45.558039,9.220641,Eni
227006836,45.655448,9.373323,Eni
227007202,45.658418,9.163864,Eni
227008232,45.462102,9.276119,Eni
227008434,45.525081,9.26568,Agip
227008702,45.320066,9.510148,Agip
227008711,45.635988,9.363109,Agip
227009504,45.6207298,9.1996826,Eni
227009859,45.529099,9.057176,Agip
227010402,45.4349114,9.3805124,Eni
227010583,45.616536,9.223516,Eni
227010766,45.618915,9.282171,Eni
227011180,45.3938162,9.3296222,Eni
227011369,45.5432604,8.7816445,Sommese Petroli
227011539,45.3362659,9.1080525,ENI
227011722,45.5349251,9.217501,Eni
227011725,45.618761,9.092202,Eni
227011730,45.511065,8.863769,Agip
227011900,45.3826561,9.2512121,Q8
227012097,45.4531121,9.254386,Eni
227012099,45.3856685,9.1508612,Eni
227012104,45.383342,9.2508124,Eni
227012700,45.561859,8.953287,EniSelf
227012874,45.4008984,9.1224572,Q8
227013059,45.554738,9.154154,Agip
227013244,45.5317127,9.043489,Eni
227013247,45.101419,8.745809,Eni
227013248,45.06834,9.265536,Eni
227013428,45.158638,9.378242,Agip
227013652,45.1874262,9.1761666,Agip
227013658,45.1985867,9.181184,Agip
227013661,45.33308,8.879652,Eni
227013840,44.9934165,9.0175184,Eni
227013986,44.9954932,8.9857142,Eni
227014418,45.1019269,8.9001613,Agip
227014603,45.3258389,8.8755964,Agip
227014798,45.078786,9.3014944,Eni
227014961,45.1931029,9.1666342,Agip
227015274,45.3557244,8.8168228,Agip
227015438,45.3052351,8.8528719,Eni
227016140,44.98965,9.928899,Eni
227016329,44.964717,9.436948,Agip
227016719,45.014824,9.761621,Agip
227016933,46.1618081,9.7951243,GP
227018275,46.1636549,9.9795041,Eni
227019016,45.586286,8.728278,Agip
227019753,45.6248547,9.0262675,Eni
227019765,45.6458873,8.7492842,Area di servizio Malpensa Est
227019768,45.6316226,8.7488669,Agip
227019927,44.7441984,10.1618267,Agip
227019930,44.795497,10.348256,Eni
227020099,44.793342,10.311613,Agip
227020482,44.8192743,9.984307,Agip
227020677,44.8605918,10.078661,Eni
227021082,46.040829,12.005439,Unknown
227021084,46.1326485,12.3232825,Agip
227021262,46.150941,12.257684,Agip
227021467,46.02356,11.923206,Agip
227021471,46.435654,12.223299,Agip
227021662,46.0651367,12.0949022,Agip
227021855,46.0784965,12.1385199,Agip
227021857,46.345046,12.195661,Agip
227022044,46.6644224,11.3641307,Agip Eni
227022046,46.5028806,11.3270841,Agip - Sartori
227022054,46.720508,11.6555492,Eni
227022232,46.4932739,11.4037282,Eni
227022233,46.6662525,11.1582641,Agip
227022806,46.4873768,11.3431066,Agip
227023346,45.3036579,12.0254485,Eni
227023734,45.4110859,11.9216235,Tap
227023912,45.357605,11.787538,Agip
227023914,45.2795535,11.9959958,Agip
227024032,45.315783,11.8256411,Eni
227024036,45.3420911,11.8665377,eni
227024042,45.37796,11.9131683,Eni
227024204,45.4117134,11.8618803,Agip
227024212,45.3544,11.76614,Major
227024220,45.4550799,11.8567638,Agip
227024229,45.3407352,11.8254871,Agip
227024234,45.377252,11.849389,Eni
227024239,45.284278,12.02945,Agip
227024387,45.6222944,11.7154944,Major
227024392,45.3764985,11.9060927,Major
227024396,45.242024,11.8564812,Agip
227024578,45.0583399,12.060674,Eni
227024582,45.00558,12.211264,Agip
227024588,44.972959,11.755123,Agip
227024592,45.0835914,11.6096319,Agip
227024594,45.113254,11.857595,Agip
227024597,45.0100748,11.7668496,Eni
227024599,46.2102988,11.0938638,Agip Eni Station
227024603,46.131214,11.110062,ENI
227024606,46.0797031,11.0407651,Eni
227024610,46.042292,11.1128785,Agip
227024618,46.0552954,11.4699664,Agip
227024651,46.3359199,11.0624993,Agip
227024663,45.650105,12.18591,Eni
227024664,45.7464156,11.975021,Eni
227024669,45.733535,11.912398,Agip
227024682,45.9402289,12.2433573,Agip
227024692,45.672139,11.939328,Eni
227024696,45.651133,12.2418954,Eni
227024699,45.675844,12.335842,Eni
227024701,45.62933,11.956944,Carburanti Bianchi
227024707,45.8679367,12.273089,Eni
227024862,45.666786,12.006812,Agip
227025062,45.4923287,12.1214365,ENI
227025240,45.5191727,12.1102516,Bolgan
227025599,45.1478931,12.0636238,Unknown
227025960,45.5686744,12.1136006,Agip
227026334,45.7680688,12.8341383,Eni
227026354,45.4795275,12.2705799,Eni
227026507,45.525931,10.816614,Agip
227026508,45.42091,11.113036,Esso
227026689,45.3948854,11.0290408,Agip
227026691,45.443322,11.018091,Agip
227026695,45.4687806,10.8540718,Eni
227026699,45.204299,11.314258,Agip
227026704,45.496104,10.738748,Eni
227026873,45.4397362,10.8503713,ENI
227026876,45.4420927,10.7059486,Eni
227027084,45.5435706,10.7244033,Agip
227027260,45.416334,10.991755,Agip
227027262,45.4058327,11.2451477,Agip
227027377,45.238604,11.334412,Eni
227027491,45.414983,10.979714,Eni
227027656,45.4130904,10.9882852,Eni
227027658,45.430552,11.056725,Eni
227027810,45.4117032,10.9007514,Agip
227027935,45.457509,10.978901,Agip
227028092,45.354603,11.044843,Agip
227028224,45.400981,10.974784,Agip
227028566,45.3391955,10.8362348,Agip
227028570,45.2894233,11.5024573,Eni
227028577,45.7447982,11.4588705,Agip
227028582,45.480987,11.378553,Agip
227028587,45.5043837,11.6250273,Tamoil
227028592,45.638964,11.492083,Agip
227028767,45.5277015,11.5092236,Eni
227028768,45.5376037,11.5149058,Agip
227028955,45.6413181,11.3037639,Agip
227028957,45.5119599,11.4833268,Agip
227028959,45.5550421,11.5324983,Agip
227028962,45.542671,11.5371793,Agip
227028966,45.425428,11.594288,Unknown
227028968,45.5595644,11.5619678,Agip
227028971,45.8736321,11.5052787,Eni
227028973,45.7701863,11.7527999,Agip
227028978,45.5411267,11.576977,Agip
227028981,45.5489223,11.5190541,BENZA - Carburanti Val Leogra SRL
227028987,45.493006,11.433184,Agip
227028990,45.714825,11.345551,Rossetto Snc
227028992,45.563121,11.533438,Agip
227029635,45.9376065,13.6166629,Agip
227030038,45.934377,13.5259544,Eni
227030208,45.808386,13.442802,Agip
227030389,45.8403241,13.4934855,Eni
227030565,45.805485,13.509192,Agip
227030762,45.927927,13.613219,Agip
227031030,45.8021772,13.5472621,Esso
227031232,45.934669,13.601074,Agip
227031809,45.9588317,13.4638003,Unknown
227031816,45.9366383,12.6487104,Agip
227031824,45.9759231,12.6883812,Agip
227218405,46.5722844,11.9294024,Unknown
227220984,45.8825009,13.2582886,Agip
227220985,45.909192,12.543056,Agip
227221171,46.160548,12.68589,Agip
227504491,45.4867993,9.3303617,IP
227504709,45.504625,9.372572,Q8 Easy
227504930,45.0151599,7.6683137,Q8
227504932,45.0409592,7.6800273,IP
227505140,45.0405815,7.6796581,Q8
