transaction_id,amount,erogation_type,card_id,fuel_price,time,employee_id,vehicle_id,latitude,longitude
U_083,40.31158968041555,service,U_016,1.9082044005140781,2024-11-01,U_017,U_009,41.612655,13.5370979
U_084,50.94575519642165,self,U_000,1.4584435266745723,2024-11-01,U_008,U_009,41.279619,13.811372
U_085,12.561053569947797,self,U_003,1.525158702505857,2024-11-01,U_014,U_018,44.0537546,8.0918268
U_086,23.668000670249302,self,U_016,2.1800424060087766,2024-11-01,U_017,U_009,41.2710317,13.7955008
U_087,22.590673367501704,service,U_012,1.5106780175977934,2024-11-01,U_011,U_007,40.4255063,15.0767736
U_088,52.30470797634241,service,U_004,2.0559960846198204,2024-11-01,U_013,U_019,45.6934109,9.6450841
U_089,18.94552616970246,service,U_018,2.4277571284698096,2024-11-01,U_018,U_006,45.018832,7.481427
U_090,24.106209094660283,service,U_009,1.5907647619552254,2024-11-01,U_013,U_019,45.4274448,9.10784
U_091,39.125261699431434,self,U_006,2.433833850404896,2024-11-01,U_013,U_019,45.5742911,9.1768941
U_092,28.72465889873319,service,U_014,1.686466238210027,2024-11-01,U_018,U_006,45.1849754,7.7708292
U_093,55.11016786846832,service,U_012,2.216923409182038,2024-11-01,U_011,U_007,40.5881139,15.003301
U_094,24.018842559068045,service,U_018,2.1707819064355816,2024-11-01,U_018,U_006,45.100268,7.706593
U_095,35.43707131227421,service,U_004,1.9432304172364234,2024-11-01,U_013,U_019,45.724221,9.7183349
U_096,58.127615803238015,self,U_014,2.462118189697865,2024-11-01,U_018,U_006,45.5974378,7.7904917
U_097,46.10846009250064,self,U_009,1.360011638923675,2024-11-01,U_013,U_019,45.5259142,9.1934391
U_098,32.74529621222949,service,U_007,1.1356321305728716,2024-11-01,U_003,U_011,45.697907,9.694609
U_099,37.277868594639784,service,U_013,2.436831873451582,2024-11-01,U_000,U_002,40.9350298,9.5439691
U_100,24.238661041885017,service,U_019,1.8150365036021687,2024-11-01,U_007,U_000,41.5416852,15.1320611
U_101,31.568536658330334,self,U_003,2.320660202234352,2024-11-01,U_014,U_018,43.8576207,7.8532678
U_102,56.088228906597614,service,U_007,2.208315344641094,2024-11-01,U_003,U_011,45.1599019,9.3984749
U_103,24.79974762341321,self,U_006,1.8358925969388538,2024-11-01,U_013,U_019,45.1019269,8.9001613
U_104,33.719088614333415,service,U_009,1.6701461310888401,2024-11-01,U_013,U_019,45.2822809,9.5360915
U_105,53.06850962489182,service,U_000,1.794926337932473,2024-11-01,U_008,U_009,41.0363575,14.2827382
U_106,37.44772405268826,service,U_018,2.163106582849677,2024-11-01,U_018,U_006,45.5616,8.024783
U_107,23.40423106852038,self,U_001,1.8993317010704098,2024-11-01,U_013,U_019,45.1818232,9.1776292
U_108,44.73842809029651,service,U_009,2.1271662685775024,2024-11-01,U_013,U_019,45.7918902,9.3522087
U_109,42.60446449941606,self,U_010,2.00520199118549,2024-11-01,U_010,U_001,45.4554844,8.1087974
U_110,17.422591916376675,self,U_011,1.8518232869006395,2024-11-01,U_000,U_002,41.1807619,9.3853241
U_111,55.436271691238886,self,U_001,2.338183543789232,2024-11-01,U_013,U_019,45.3839723,9.3438624
U_112,21.320704878788778,service,U_014,1.900016378604911,2024-11-01,U_018,U_006,45.5509682,8.0320537
U_113,31.716515744975197,service,U_018,1.3378055764506207,2024-11-01,U_018,U_006,45.0086626,8.1832092
U_114,13.589205595843614,self,U_004,1.762325413123447,2024-11-01,U_013,U_019,45.7020453,9.1385971
U_115,14.310787051105418,self,U_016,2.3894523224335744,2024-11-01,U_017,U_009,41.0911516,14.2212774
U_116,43.130508117940465,self,U_001,1.4630688731706338,2024-11-01,U_013,U_019,45.1614289,9.3027145
U_117,54.64908304696728,service,U_001,1.9513665986357842,2024-11-01,U_013,U_019,45.6491427,9.6188657
U_118,27.198256400726613,service,U_009,1.444130046563422,2024-11-01,U_013,U_019,45.4706584,9.1519479
U_119,37.38861169498759,self,U_004,1.3331414542049476,2024-11-01,U_013,U_019,45.6570051,8.9797065
U_120,42.37684345691989,service,U_016,2.3223696736420267,2024-11-01,U_017,U_009,41.6578659,13.3534473
U_121,53.903211420365146,service,U_004,2.126290408660929,2024-11-01,U_013,U_019,45.565626,9.211392
U_122,17.459539478061856,self,U_019,2.176559792303435,2024-11-01,U_007,U_000,41.2905235,14.8189916
U_123,51.77274010088667,self,U_003,1.2970594124767854,2024-11-01,U_014,U_018,44.1952422,8.1268186
U_124,40.61680230028842,service,U_018,2.2843852418988106,2024-11-01,U_018,U_006,45.0208879,7.8365714
U_125,59.495086122584006,service,U_014,2.127130173964325,2024-11-01,U_018,U_006,45.0535529,7.5966708
U_126,45.66184343186863,service,U_001,1.6492091504426196,2024-11-01,U_013,U_019,44.9949417,9.2977733
U_127,20.96457412700994,self,U_005,1.5354070194087455,2024-11-01,U_018,U_006,45.06436,7.621813
U_128,29.983734556387518,self,U_006,1.289634461254493,2024-11-01,U_013,U_019,45.5592545,9.2118216
U_129,35.44190672392577,self,U_019,1.1385209403506407,2024-11-01,U_007,U_000,40.7747767,14.7690489
U_130,35.031925761147306,self,U_006,2.4881368453267365,2024-11-01,U_013,U_019,45.4318283,9.3173697
U_131,58.38832192585745,service,U_009,1.8894573113096964,2024-11-01,U_013,U_019,45.663104,9.247876
U_132,35.97444957932538,service,U_013,2.0161065026432974,2024-11-01,U_000,U_002,40.8690697,8.8014418
U_133,46.47447482538897,service,U_003,1.5383665201983372,2024-11-01,U_014,U_018,44.2440032,8.0217959
U_134,54.541337007764604,service,U_001,2.2560361723857323,2024-11-01,U_013,U_019,45.6048557,8.9139892
U_135,38.150213522830235,service,U_018,2.4006430790225957,2024-11-01,U_018,U_006,45.5315756,8.0414501
U_136,37.11338989183234,service,U_018,2.319510863512039,2024-11-01,U_018,U_006,45.063439,7.623691
U_137,48.93653512656874,self,U_001,1.703852425557403,2024-11-01,U_013,U_019,45.6864768,9.6681621
U_138,57.23373166086432,self,U_016,2.0058437894701626,2024-11-01,U_017,U_009,41.712428,13.6036371
U_139,51.592982530402004,self,U_011,1.382580392264572,2024-11-01,U_000,U_002,41.1801923,9.3863828
U_140,49.64141346876368,self,U_002,2.1471655158798395,2024-11-01,U_006,U_010,45.1478931,12.0636238
U_141,53.88359227430614,service,U_016,1.599195556475616,2024-11-01,U_017,U_009,41.7109555,13.3566274
U_142,50.9898982394951,service,U_004,1.6116059069424398,2024-11-01,U_013,U_019,45.4383895,9.1530773
U_143,18.027294357887037,self,U_010,2.0097362082826624,2024-11-01,U_010,U_001,45.2176323,7.9788972
U_144,54.38058336298364,self,U_014,2.3481489467945806,2024-11-01,U_018,U_006,45.0479743,7.4895812
U_145,22.91475247013065,self,U_009,1.4874492976041223,2024-11-01,U_013,U_019,45.2924279,9.0006268
U_146,50.67669410207028,service,U_003,1.3379616420456126,2024-11-01,U_014,U_018,43.8221972,7.7657436
U_147,48.479051253625016,self,U_012,1.494976684948202,2024-11-01,U_011,U_007,40.6321515,15.8020527
U_148,23.892535199333473,service,U_019,2.043554306175106,2024-11-01,U_007,U_000,40.7479212,14.7853639
U_149,30.642957956977664,service,U_011,2.3243749109177627,2024-11-01,U_000,U_002,40.9166,9.167602
U_150,53.006271044626445,self,U_003,2.1938837954111507,2024-11-01,U_014,U_018,43.7872604,7.6569054
U_151,53.900898119095494,self,U_009,1.3095185010519121,2024-11-01,U_013,U_019,45.609062,8.833469
U_152,16.664593713470996,self,U_009,2.1519719575355682,2024-11-01,U_013,U_019,45.6064607,9.1228608
U_153,59.1497917499033,self,U_010,1.5210672335609203,2024-11-01,U_010,U_001,45.0973748,7.7248336
U_154,31.2639941097354,service,U_015,1.6529025797605683,2024-11-01,U_001,U_007,40.2332067,15.1067671
U_155,45.31435485016585,self,U_008,2.314043174265575,2024-11-01,U_009,U_012,44.6917904,10.5377868
U_156,12.873040388843117,self,U_015,1.0978050349873338,2024-11-01,U_001,U_007,40.5223629,15.0034204
U_157,49.499867804257306,service,U_011,2.030346687821085,2024-11-01,U_000,U_002,40.9224567,9.4874395
U_158,39.7519599807509,service,U_013,2.1868958310605118,2024-11-01,U_000,U_002,40.9166,9.167602
U_159,37.681334518921496,service,U_003,2.3806502848478552,2024-11-01,U_014,U_018,43.7785938,7.6709662
U_160,28.95657777006068,self,U_005,1.3485138144588773,2024-11-01,U_018,U_006,45.7498179,7.6195073
U_161,20.84945288266288,self,U_004,2.3279339833604253,2024-11-01,U_013,U_019,45.325823,8.8761434
U_162,22.51028868335407,service,U_017,1.428784368998177,2024-11-01,U_001,U_007,41.1204619,15.8781669
U_163,11.522861180406727,self,U_017,1.1197231840853432,2024-11-01,U_001,U_007,40.627165,15.79957
U_164,22.468422442264938,self,U_016,1.7626672980503613,2024-11-01,U_017,U_009,40.9865142,14.1757207
U_165,42.11202967870331,self,U_008,1.720296419821661,2024-11-01,U_009,U_012,44.9874091,10.8486222
U_166,46.47333934204826,service,U_013,1.8357631827386964,2024-11-01,U_000,U_002,44.5090917,10.4975765
U_167,20.498369203894487,service,U_014,2.176714623480762,2024-11-01,U_018,U_006,45.5759989,8.0410334
U_168,19.684061271770886,self,U_005,2.224338155386258,2024-11-01,U_018,U_006,45.1261999,7.6379877
U_169,42.299720840467835,service,U_002,1.5918036173229029,2024-11-01,U_006,U_010,45.5104758,12.1223321
U_170,38.319010861639256,service,U_007,1.7638142814462034,2024-11-01,U_003,U_011,45.5860445,9.5045644
U_171,51.66546484523817,service,U_001,1.1033470475522837,2024-11-01,U_013,U_019,45.548956,9.032038
U_172,21.403764572875673,service,U_018,2.1979922241530447,2024-11-01,U_018,U_006,45.5199924,7.8528804
U_173,48.353476888557495,self,U_005,2.341018920865939,2024-11-01,U_018,U_006,45.2463623,7.5689822
U_174,25.460771289029346,self,U_017,1.1082925769378806,2024-11-01,U_001,U_007,40.41189,15.1149774
U_175,30.188009768197745,self,U_016,2.1417155437034285,2024-11-01,U_017,U_009,41.6521049,13.3403496
U_176,39.021160174664786,self,U_004,2.4008135408433904,2024-11-01,U_013,U_019,45.3628637,8.8001773
U_177,23.807870433618685,service,U_013,2.1425125046580455,2024-11-01,U_000,U_002,40.93482,9.177731
U_178,37.08149828407027,self,U_012,2.023464382505127,2024-11-01,U_011,U_007,40.3610107,15.5888404
U_179,54.17757494350399,self,U_000,1.5079573972764542,2024-11-01,U_008,U_009,41.0500854,14.2829073
U_180,27.845703276086965,self,U_009,1.4789582953045515,2024-11-01,U_013,U_019,45.8224222,8.8176887
U_181,40.38315857689576,service,U_003,2.3738454996516705,2024-11-01,U_014,U_018,44.0332339,8.1085775
U_182,55.34702453838595,self,U_008,2.489391827080543,2024-11-01,U_009,U_012,44.7575647,10.3564597
U_183,51.8269720044612,service,U_008,2.049022384668138,2024-11-01,U_009,U_012,45.1647543,11.0761359
U_184,52.739929259122086,self,U_000,1.525771821529525,2024-11-01,U_008,U_009,41.9372587,13.6859836
U_185,20.406049296402685,service,U_015,1.5449708712647858,2024-11-01,U_001,U_007,40.8981113,15.1589843
U_186,14.000093410458266,service,U_002,1.4361837240183353,2024-11-01,U_006,U_010,45.93167,12.657538
U_187,59.76972165508727,self,U_010,2.4459148132032302,2024-11-01,U_010,U_001,45.0557331,8.5121687
U_188,42.7804928331512,service,U_000,1.692457255048984,2024-11-01,U_008,U_009,41.2643791,13.691817
U_189,47.99161520791722,service,U_000,1.890903214923184,2024-11-01,U_008,U_009,41.5460028,14.1248044
U_190,46.87366847417517,self,U_014,1.7172774491128946,2024-11-01,U_018,U_006,45.0830854,7.6695753
U_191,47.27281267945698,self,U_001,2.1905874598515327,2024-11-01,U_013,U_019,45.525081,9.26568
U_192,17.74978339917518,self,U_012,1.0836777573931917,2024-11-01,U_011,U_007,41.1576195,15.3265688
U_193,52.60917205546148,service,U_018,2.0614100345377113,2024-11-01,U_018,U_006,45.2415376,7.89113
U_194,22.15400754245557,self,U_006,1.0185194053912885,2024-11-01,U_013,U_019,45.5475498,9.4533916
U_195,27.132322689845097,service,U_013,1.4874033357022187,2024-11-01,U_000,U_002,40.9224567,9.4874395
U_196,14.800977904384602,service,U_012,2.1653629220575077,2024-11-01,U_011,U_007,40.770653,15.7934638
U_197,50.57153611488544,service,U_001,2.459925673034231,2024-11-01,U_013,U_019,45.617366,9.48832
U_198,31.907186747888986,self,U_008,1.8029396440312908,2024-11-01,U_009,U_012,44.9205173,10.7993632
U_199,31.29743606725442,service,U_016,1.2353778475461412,2024-11-01,U_017,U_009,41.2229889,13.5710691
U_200,34.441060222352185,self,U_000,2.1156864659709944,2024-11-01,U_008,U_009,41.587992,13.3043484
U_201,18.213792784748065,service,U_017,2.309445792405068,2024-11-01,U_001,U_007,40.6054777,15.3791857
U_202,23.83763205652258,self,U_019,1.8791841745852662,2024-11-01,U_007,U_000,40.8201792,14.7796528
U_203,11.699077731600124,self,U_002,2.1170676984747545,2024-11-01,U_006,U_010,45.7600937,11.8102525
U_204,21.530813585194892,service,U_018,1.0895142401480458,2024-11-01,U_018,U_006,45.177495,7.838068
U_205,42.01197817101964,service,U_003,1.182720650212586,2024-11-01,U_014,U_018,43.7996149,7.6003557
U_206,25.140072307550657,service,U_001,2.413961251816674,2024-11-01,U_013,U_019,45.5138213,9.0061478
U_207,13.817346213256789,service,U_012,1.4466584296960245,2024-11-01,U_011,U_007,40.2295786,15.2589664
U_208,41.943701357503336,self,U_008,1.9456204480920685,2024-11-01,U_009,U_012,44.5435669,10.8102259
U_209,20.662654762891698,self,U_014,1.9527845918279825,2024-11-01,U_018,U_006,45.2488067,7.6097429
U_210,58.02562537205342,service,U_003,1.2924610847497253,2024-11-01,U_014,U_018,43.8716526,8.0015354
U_211,19.785669028695146,service,U_010,1.3806549332492293,2024-11-01,U_010,U_001,45.3820417,7.700708
U_212,14.977635959669996,service,U_010,1.5053976279963488,2024-11-01,U_010,U_001,45.1455607,8.4457563
U_213,51.01626558370148,self,U_003,2.497894777789048,2024-11-01,U_014,U_018,43.9208537,8.0248994
U_214,45.945827043091825,self,U_007,1.311713263079714,2024-11-01,U_003,U_011,45.7417963,9.7703171
U_215,36.09892385929217,self,U_014,2.2356646323740894,2024-11-01,U_018,U_006,45.0305076,7.6549154
U_216,44.43462412433877,self,U_002,1.09220506847611,2024-11-01,U_006,U_010,45.0441095,12.0547892
U_217,59.76364308024967,self,U_009,2.1605516809943457,2024-11-01,U_013,U_019,45.078786,9.3014944
U_218,47.35027106787007,self,U_009,1.0730957821315645,2024-11-01,U_013,U_019,45.3089377,9.0164478
U_219,12.48023183020521,self,U_012,1.4901414934885415,2024-11-01,U_011,U_007,40.5982457,15.5077909
U_220,18.515838252087143,self,U_017,2.005585066169259,2024-11-01,U_001,U_007,40.2451071,15.8557668
U_221,56.3283574674572,service,U_000,1.8684478107630853,2024-11-01,U_008,U_009,41.1187937,14.2005533
U_222,28.142213679218212,service,U_015,2.377792371469629,2024-11-01,U_001,U_007,40.353042,15.035356
U_223,30.77232047300384,self,U_002,1.0493419190086648,2024-11-01,U_006,U_010,45.471854,12.229076
U_224,35.51190110344311,self,U_019,2.0440414797529387,2024-11-01,U_007,U_000,40.9872267,15.470035
U_225,18.049614822715228,self,U_003,1.473292953983993,2024-11-01,U_014,U_018,44.0946034,8.2308532
U_226,31.009592831308694,self,U_014,2.323751737251746,2024-11-01,U_018,U_006,45.0520101,7.6505828
U_227,52.4090326897154,service,U_006,1.2554892496543413,2024-11-01,U_013,U_019,45.280081,8.791873
U_228,24.675887965545634,service,U_019,2.4011358261299818,2024-11-01,U_007,U_000,41.49868,15.5747289
U_229,29.35430996165271,self,U_018,2.421207227193497,2024-11-01,U_018,U_006,45.130283,7.748183
U_230,45.55745676469246,service,U_011,1.3574192672524457,2024-11-01,U_000,U_002,40.8374311,9.5538461
U_231,45.5502030958929,self,U_001,1.9792326305725585,2024-11-01,U_013,U_019,45.606911,9.202552
U_232,32.424474308008314,service,U_008,1.4708743146058834,2024-11-01,U_009,U_012,44.7280832,10.8991979
U_233,27.725175529456433,service,U_016,1.814203995162087,2024-11-01,U_017,U_009,41.6587416,13.3440918
U_234,18.569836243712288,service,U_000,1.02019557932199,2024-11-01,U_008,U_009,41.483537,13.7485166
U_235,20.590569113940585,service,U_002,1.342358092599453,2024-11-01,U_006,U_010,45.3628794,12.092794
U_236,35.951040956449944,service,U_017,1.5560392150900284,2024-11-01,U_001,U_007,40.354524,14.997325
U_237,47.20393413562228,service,U_003,1.499825114380683,2024-11-01,U_014,U_018,43.8088459,7.7346276
U_238,11.825053160520934,self,U_001,2.374525996828143,2024-11-01,U_013,U_019,45.5791543,9.0587439
U_239,53.32990022931833,self,U_014,2.0295132198571366,2024-11-01,U_018,U_006,45.0147208,7.9358558
U_240,43.99165608342551,self,U_014,1.0381417312767272,2024-11-01,U_018,U_006,45.4466838,7.8573497
U_241,34.52803541052865,service,U_016,1.4543437598522853,2024-11-01,U_017,U_009,40.9685767,14.2618894
U_242,37.83749485301419,self,U_015,1.6092105757263147,2024-11-01,U_001,U_007,40.4753541,15.6251644
U_243,21.07643410971032,service,U_003,1.913345631864606,2024-11-01,U_014,U_018,43.8219234,7.7669295
U_244,27.82085106077612,service,U_002,2.232199745498352,2024-11-01,U_006,U_010,45.2202661,11.8846174
U_245,57.681524488039095,self,U_003,2.2229133412514583,2024-11-01,U_014,U_018,43.7785938,7.6709662
U_246,51.849281319261884,service,U_004,2.4652157160251154,2024-11-01,U_013,U_019,45.4250543,9.1117295
U_247,48.23926624117836,service,U_003,1.2723899832824808,2024-11-01,U_014,U_018,43.8363455,7.8620488
U_248,42.299039830165135,service,U_017,2.334536332680562,2024-11-01,U_001,U_007,41.1583599,15.1007885
U_249,19.60178131232375,self,U_005,1.9394469798983893,2024-11-01,U_018,U_006,45.100268,7.706593
U_250,31.297606801970286,self,U_006,2.322171847414108,2024-11-01,U_013,U_019,45.4808637,9.1699688
U_251,19.648175978075237,self,U_001,1.5691892007653274,2024-11-01,U_013,U_019,45.316545,8.880636
U_252,31.446367809485306,service,U_004,1.3241709794824603,2024-11-01,U_013,U_019,45.5701484,9.1982087
U_253,46.97784910383366,service,U_013,1.466284563269692,2024-11-01,U_000,U_002,41.1808911,9.3848324
U_254,30.809492757196494,self,U_005,1.073462765705971,2024-11-01,U_018,U_006,45.737514,7.3698359
U_255,53.59955967010869,service,U_010,1.9423571663206372,2024-11-01,U_010,U_001,45.3446078,8.1654925
U_256,50.69680400414815,service,U_001,1.7781777985240552,2024-11-01,U_013,U_019,45.4854377,9.1300159
U_257,18.674122358418817,self,U_016,1.852593561682196,2024-11-01,U_017,U_009,41.4170664,13.7714534
U_258,51.03032550339034,service,U_012,1.8434675401032028,2024-11-01,U_011,U_007,41.0177566,15.8157608
U_259,15.311608437704818,self,U_001,1.275601802161028,2024-11-01,U_013,U_019,45.5154482,9.0457843
U_260,48.28567518181573,service,U_001,1.7922066955293872,2024-11-01,U_013,U_019,45.514621,9.137642
